,protein_name,compound_name,smiles,pocket_name,pocket_com,affinity
2781,6dlo,,NC1C2C=C(Br)C(=CC=2CCC1)C,protein_center,"-18.041,-13.011,7.779",2.594103
2782,6dlo,,C1(I)C=C(C=CC=1OCC1C=CC=CC=1C)C=CC(OCC=C)=O,protein_center,"-18.041,-13.011,7.779",4.584861
2783,6dlo,,BrC1=CC(CNC(C2=C3N(CCCC3)N=C2)=O)=CC=C1,protein_center,"-18.041,-13.011,7.779",2.8891242
2784,6dlo,,C12CN(CCC=1N(N=C2C(=O)NC1CC1)CCC1=CC=C(C=C1)OC)CC1=CC=C(C)O1,protein_center,"-18.041,-13.011,7.779",4.2142653
2785,6dlo,,C(C(NS(=O)(=O)C1C=CC=CC=1F)C)(=O)NC1C=CC(Cl)=CC=1C,protein_center,"-18.041,-13.011,7.779",4.2109127
2786,6dlo,,C1(C=NN(CC)C=1)C1C=C(NCC2(CCCCC2)N2CCOCC2)N=C(C)N=1,protein_center,"-18.041,-13.011,7.779",3.727352
2787,6dlo,,C1(=CSC(NCC2CCCO2)=N1)C(=O)NC1C(O)=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",3.5095391
2788,6dlo,,CC1(CN(C(NCCC2CCCCCC=2)=O)CCC1)O,protein_center,"-18.041,-13.011,7.779",3.4960914
2789,6dlo,,C1(C2C=CC=CC=2N(C)C=1)C=C(NC(=O)C1=CC=CO1)C(=O)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.4912767
2790,6dlo,,C1(=CC2=CC=CC(OC)=C2OC1=O)C1=CSC(C)=N1,protein_center,"-18.041,-13.011,7.779",2.4303555
2791,6dlo,,C1(C2=CC=CC=C2OC)(CC(=O)N(C)CC2C=CC=C(OC)C=2)CC(N(C2CCCC2)C1=O)=O,protein_center,"-18.041,-13.011,7.779",3.821603
2792,6dlo,,C1(=O)C(CCCN1CC(C)(C)C)(CNCC1=CC=CN=C1)O,protein_center,"-18.041,-13.011,7.779",3.954191
2793,6dlo,,N1(C[C@H]2CC[C@@H]1CN(C2)CC1C=NC(=NC=1)C1=CC=CC=C1)CC1CC1,protein_center,"-18.041,-13.011,7.779",4.0336895
2794,6dlo,,FC(C1CCN(C(NCC(N2CCCC2)=O)=O)CC1)(F)F,protein_center,"-18.041,-13.011,7.779",3.2638972
2795,6dlo,,C(=O)(C1C=CC(=C(NC(CC2=CC=C(C=C2)OC)=O)C=1)Cl)NC1C=CC=CC=1C,protein_center,"-18.041,-13.011,7.779",5.5564375
2796,6dlo,,C1(=C(C)N(C(C)=C1C(=O)N1CCOCC1)C)S(=O)(=O)NC1C=CC=C(C=1)C(OCC)=O,protein_center,"-18.041,-13.011,7.779",2.957932
2797,6dlo,,C(=O)(OC1=CC=CC2C1=CC=CC=2NC(=O)C1C=CC(=CC=1)C)N(CC)C1=CC=CC(C)=C1,protein_center,"-18.041,-13.011,7.779",5.8360624
2798,6dlo,,N1(C2=CC=C(C=C2OC)OC)C(=O)C(SC1=S)=C([H])C1=C(C=CC=C1F)Cl,protein_center,"-18.041,-13.011,7.779",3.9610987
2799,6dlo,,C12=C(C=CC=C1C(NCC)=O)C1C=CCC1C(C1=CC=C(C)S1)N2,protein_center,"-18.041,-13.011,7.779",3.5647993
2800,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)N=CC1=C(O)C=CC(=C1)N(=O)=O)N(C)CC1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",5.486786
2801,6dlo,,S(C1=CC=CC=C1)(=O)(=O)N1CCCC1C(NN)=O,protein_center,"-18.041,-13.011,7.779",3.0600758
2802,6dlo,,N1(C(CC)C2=NC3C=CC=CC=3C(=O)N2C2=CC=CC=N2)C(=O)C2=C(C=CC=C2)C1=O,protein_center,"-18.041,-13.011,7.779",4.166082
2803,6dlo,,N1(CC2=CC=CC=C2)C[C@@H](C[C@H]1C(=O)NC(C)C)NC1CCCCCC1,protein_center,"-18.041,-13.011,7.779",5.4419937
2804,6dlo,,O=C(C1N=CC=C(C#N)C=1)NC1C2(CCOCC2)CCC1,protein_center,"-18.041,-13.011,7.779",3.967282
2805,6dlo,,S1(=O)(=O)N(CCCN1CC(=O)NC1C=CC(=CC=1)C(C)C)CC1C=C(C)C=CC=1C,protein_center,"-18.041,-13.011,7.779",5.742635
2806,6dlo,,C1(C(C)=NOC=1C)CC(=O)N1CCC(CC1)C1=CC=C(C=N1)C(NCCOC)=O,protein_center,"-18.041,-13.011,7.779",3.4285514
2807,6dlo,,C1(/C(CCCC/1=O)=O)=C1\SCCS\1,protein_center,"-18.041,-13.011,7.779",0.32321906
2808,6dlo,,S(=O)(=O)(N(CC)CC)C1C(Br)=CC=C(C=1)C(=O)NC1C=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",4.148186
2809,6dlo,,C1(=CC(C)=C(N(C)C1=O)C)C(=O)N1CCC(CC1)CC1=NNC(=O)N1CC,protein_center,"-18.041,-13.011,7.779",2.2892675
2810,6dlo,,C12ON=C(C)C=1C(=CC(C1CCCN(C1)C(=O)CC(C)N1C=CC=N1)=N2)C(F)F,protein_center,"-18.041,-13.011,7.779",2.7549975
2811,6dlo,,C(=O)(N1CCCC(C1)N(CCC1=NOC(COC)=N1)C(C)=O)C1C(=CC=CN=1)F,protein_center,"-18.041,-13.011,7.779",3.7771926
2812,6dlo,,C(=O)(C(NCCCCl)=O)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",2.86205
2813,6dlo,,CC1=CC(OCC(NNC(C2=C(Br)C=CC=C2)=O)=O)=CC=C1,protein_center,"-18.041,-13.011,7.779",3.7331285
2814,6dlo,,S(CC)(=O)(=O)N1CCCC(C1)C(=O)NC1=NN=C(C2CC2)S1,protein_center,"-18.041,-13.011,7.779",2.4643197
2815,6dlo,,N1C2C(OC=1N1CCC(CC1)C(=O)N1CCC(CC(NC)=O)C1)=CC=C(C)N=2,protein_center,"-18.041,-13.011,7.779",2.62289
2816,6dlo,,N1C2=CC(=CC=C2OC=1C1=CC=C(C=C1)F)N=CC=CC1=CC=C2C(OCO2)=C1,protein_center,"-18.041,-13.011,7.779",5.848343
2817,6dlo,,Cl.Cl.C1(OC)C=C(CNCCCNCC)C=CC=1OCC1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",4.05585
2818,6dlo,,N1=C(CNC(=O)C(C)OC2C=CC=CC=2)ON=C1C1=CC=CC(OC)=C1,protein_center,"-18.041,-13.011,7.779",3.5577188
2819,6dlo,,CC(C1=CC=CC=C1)NC(COC1=C(C#N)C=CC=C1)=O,protein_center,"-18.041,-13.011,7.779",3.8776224
2820,6dlo,,S(=O)(=O)(C1C=C(C(OC)=CC=1)OC)N1CC2=C(C=CC=C2)CC1C(NC1C(C)=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",4.7502375
2821,6dlo,,N1(CC(NCCOC)=O)C2=CC=CC=C2OC(=CC2=CC=CC(F)=C2)C1=O,protein_center,"-18.041,-13.011,7.779",3.919336
2822,6dlo,,N1(C)C(CNC2=CC=C(C=C2)F)=NN=C1SCC(=O)NC1=C(C)C=CC(=C1)N(=O)=O,protein_center,"-18.041,-13.011,7.779",5.1043434
2823,6dlo,,S(=O)(=O)(NC1C=CC(=C(C(F)(F)F)C=1)Cl)C1SC=C(C=1)C1=NOC(C2CCCC2)=N1,protein_center,"-18.041,-13.011,7.779",4.64355
2824,6dlo,,S(C)(=O)(=O)N(C1C=CC(=C(C)C=1)Br)CC(=O)NC1=CC=CC(Cl)=C1C,protein_center,"-18.041,-13.011,7.779",4.611309
2825,6dlo,,C1(=C(C=CC=C1CNCCNCCO)OC)OCC1C=CC(=CC=1)C,protein_center,"-18.041,-13.011,7.779",3.6490152
2826,6dlo,,COC1=C(NC(CC2N=C(C3=CC=C(C)C=C3)SC=2)=O)C=CC=C1,protein_center,"-18.041,-13.011,7.779",4.6041937
2827,6dlo,,N1(C2=CC=CC=C2)CCN(CC1)CC1C=CC(=CC=1)OCCCC,protein_center,"-18.041,-13.011,7.779",3.5884187
2828,6dlo,,NC1COC2=CC=NN2C1,protein_center,"-18.041,-13.011,7.779",1.2831471
2829,6dlo,,COC1C(Br)=NC(Cl)=CC=1,protein_center,"-18.041,-13.011,7.779",2.2516186
2830,6dlo,,S(=O)(=O)(N1CC[C@H]2CNC[C@@H]12)C1C=C(SC=1C)C,protein_center,"-18.041,-13.011,7.779",4.098487
2831,6dlo,,C1(=CNC(O)=N1)C(=O)N1C[C@@]2([C@H](C3=CC=CC=C3)C1)CCCC(=O)N2,protein_center,"-18.041,-13.011,7.779",3.496995
2832,6dlo,,C1(=C(Cl)C=NC(NNC(=O)C(C)OC2C=CC=C(C)C=2C)=N1)C(=O)NC1C=CC(=CC=1)C,protein_center,"-18.041,-13.011,7.779",4.563402
2833,6dlo,,C12C=C(Cl)C=CN1C(=C(C1=CC=C(C=C1)C)N=2)CC#N,protein_center,"-18.041,-13.011,7.779",5.9369245
2834,6dlo,,C1(=CN(N=C1C)CC)C(=O)N(C)CCN(C1CCOCC1)C1CCN(C1)S(C)(=O)=O,protein_center,"-18.041,-13.011,7.779",3.520681
2835,6dlo,,CCCCCCC(OCCOCCO)C,protein_center,"-18.041,-13.011,7.779",3.340311
2836,6dlo,,C1(NC(CCCOC2=CC=C(C=C2Cl)Cl)=O)SC(=C(C)C=1C(N)=O)C(=O)OC(C)C,protein_center,"-18.041,-13.011,7.779",3.9127462
2837,6dlo,,CN(C(NC1C2=C(C=NN2)CCC1)=O)CC1CN(C)CCC1,protein_center,"-18.041,-13.011,7.779",2.9679108
2838,6dlo,,N12C=CC=CC1=CN=C2CCNC(=O)C1=CC=C(C=C1)OC,protein_center,"-18.041,-13.011,7.779",4.1995015
2839,6dlo,,COC(C1=CC2=C(C(CC2)O)C=C1)=O,protein_center,"-18.041,-13.011,7.779",1.3278322
2840,6dlo,,N1(C2C=CC=C(Cl)C=2)C(=O)C(CC1=O)NCCC1C=CC(=CC=1)S(N)(=O)=O,protein_center,"-18.041,-13.011,7.779",3.7389693
2841,6dlo,,C1(N2C=CC=C2)SC2=C(CCN(CC)C2)C=1C(C)NC(=O)NC1=C(OC)C=C(C(Cl)=C1)OC,protein_center,"-18.041,-13.011,7.779",3.9331095
2842,6dlo,,C12C(C(=O)O)C(C(=O)O)C3C4C1C1(C)C2C3C41,protein_center,"-18.041,-13.011,7.779",0.93326116
2843,6dlo,,N(=C/C1=CC=CC=C1)\C1=CC(C)=CC(C)=C1,protein_center,"-18.041,-13.011,7.779",3.9625525
2844,6dlo,,NC1=NN(CC2CCCCC2)C(Br)=N1,protein_center,"-18.041,-13.011,7.779",3.8681223
2845,6dlo,,C1(=CC=CC=C1OCCCC)C(=O)NNC(=O)CC1C=CC=C2C=CC=CC=12,protein_center,"-18.041,-13.011,7.779",3.8874264
2846,6dlo,,N(=O)(=O)C1C=CC(=CC=1)COC1=C(Cl)C=C(C=C1Br)C(N)=O,protein_center,"-18.041,-13.011,7.779",3.4255314
2847,6dlo,,O=C1C2(CCC2)CC1,protein_center,"-18.041,-13.011,7.779",1.3862541
2848,6dlo,,CC1N=CC=C(C(N2C3C(O)C4CC3C(C4)C2)=O)C=1,protein_center,"-18.041,-13.011,7.779",1.6773162
2849,6dlo,,N1=C(C=CC(NN)=N1)C1C=CC(=CC=1)F,protein_center,"-18.041,-13.011,7.779",3.349096
2850,6dlo,,C12NC3=C(C=C(C=C3)C)C=1NC(=O)N(N=CC1C=CC3=C(OCO3)C=1)C2=O,protein_center,"-18.041,-13.011,7.779",5.1250215
2851,6dlo,,C12C3CCC(=C(Cl)C=3SC=1N=C1CCCCCN1C2=O)C=O,protein_center,"-18.041,-13.011,7.779",2.001141
2852,6dlo,,N1(C(C)CC2C=CC(CNC(=O)NC3=CC=CC=C3CC)=CC1=2)C(C1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",4.632553
2853,6dlo,,N1=C(C2=CC=CC=C2)ON=C1CN(C)C(=O)C1=CC(C)=NC2=C(C=CC=C21)C,protein_center,"-18.041,-13.011,7.779",6.725877
2854,6dlo,,N12C3C=CC=CC=3N=C1C1C=CC=CC=1N=C2C1C=CC=C(F)C=1,protein_center,"-18.041,-13.011,7.779",5.736453
2855,6dlo,,N1(CCOC)CCC2C(=CC=C(N)C=2)C1,protein_center,"-18.041,-13.011,7.779",2.1946607
2856,6dlo,,COC(C1=CC(NC(C(OC2=CC=CC=C2)C)=O)=NC=C1)=O,protein_center,"-18.041,-13.011,7.779",3.172077
2857,6dlo,,C1(N(C)C=CC(=O)C=1OCC1=CC=CC=C1)C(=O)N1CCOC2C=CC=CC=2C1,protein_center,"-18.041,-13.011,7.779",3.338549
2858,6dlo,,[C@@H]1(CCC[C@H]1N)C(OCC)=O.Cl,protein_center,"-18.041,-13.011,7.779",1.540964
2859,6dlo,,O=C1C2C(=CC=CC=2)OC/C/1=C\C1C(Cl)=CC(Cl)=CC=1,protein_center,"-18.041,-13.011,7.779",3.2338383
2860,6dlo,,C(=O)(NCC1=CC=C(C2=CC=C(C=C2)F)O1)N1CCC[C@H]1COC,protein_center,"-18.041,-13.011,7.779",3.519499
2861,6dlo,,C1(=CC=C(C=C1Cl)Cl)C(=O)NC1C=CC(=CC=1)CC(OCC)=O,protein_center,"-18.041,-13.011,7.779",4.657486
2862,6dlo,,CCN(S(N1CCOCC1)(=O)=O)CCO,protein_center,"-18.041,-13.011,7.779",1.600265
2863,6dlo,,C1(=NNC=C1C1=CC=CC=C1)C1C=CC(=CC=1O)OCC1=CC=CC=C1C,protein_center,"-18.041,-13.011,7.779",5.160433
2864,6dlo,,C1(NC(CSC2=NN=C(NN=CC3=CC=C(C=C3)C)N2)=O)=NN=C(SCC2C=CC=CC=2)S1,protein_center,"-18.041,-13.011,7.779",4.079914
2865,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)N)C1=CC=C(C=C1)/N=C1/C2C=C(C)C=CC=2NC/1=O,protein_center,"-18.041,-13.011,7.779",5.0521655
2866,6dlo,,N1(C)C(C2CCN(CC2)C(CCC2CC2)=O)=NN=C1CN1CCOCC1,protein_center,"-18.041,-13.011,7.779",2.8195834
2867,6dlo,,O=C1CC2SC(N)=NC=2CC1,protein_center,"-18.041,-13.011,7.779",1.8836145
2868,6dlo,,N(C(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C(=S)NC1=CC(C)=C(C=C1O)C,protein_center,"-18.041,-13.011,7.779",5.2236195
2869,6dlo,,S(=O)(=O)(CC1C=CC=CC=1F)N1CCC(CC1)C(NCCSCC1C=CC=C(Cl)C=1)=O,protein_center,"-18.041,-13.011,7.779",4.6022
2870,6dlo,,C1(=CN=C(N=C1CCC)SC)C(=O)NC1C=CC=C(C)C=1C,protein_center,"-18.041,-13.011,7.779",3.7065053
2871,6dlo,,N1(C[C@@]2(CC[C@@H](CC2)N(C)C)OC2=CC=CC=C2C1)C(C1C=CN=CC=1)=O,protein_center,"-18.041,-13.011,7.779",3.1224074
2872,6dlo,,CCN1C([C@H]2[C@H](CNC3CSCC3)CCO2)=CC=N1,protein_center,"-18.041,-13.011,7.779",2.5486202
2873,6dlo,,C12C3(CCCC3)CC3=C(C=CC=C3)C=1N=C(N(CC1CCCC1)C2=O)SCC(OCC)=O,protein_center,"-18.041,-13.011,7.779",4.9811416
2874,6dlo,,CC(OC(N1CCN(C(C2NC3=C(C=CC=C3)C=2)=O)CC1)=O)(C)C,protein_center,"-18.041,-13.011,7.779",3.892995
2875,6dlo,,C(NCCC(NC)=O)(=O)C1C=CC=C(C)C=1,protein_center,"-18.041,-13.011,7.779",3.296648
2876,6dlo,,C(=O)(C1C=CC=C(C=1)NC1=NC=NC(C2C=CC(=CC=2)F)=C1)NC1C=C(C)C=C(C)C=1,protein_center,"-18.041,-13.011,7.779",7.0547028
2877,6dlo,,C1(N(C)CC2SC=CC=2C)N=C(C)N=CC=1C(C)C,protein_center,"-18.041,-13.011,7.779",4.6124034
2878,6dlo,,C12C(=O)CC(CC=1NC1C(=CC=CC=1)NC2C1=CC=C2C(C=CC=C2)=C1)C1=CC=CS1,protein_center,"-18.041,-13.011,7.779",3.6757612
2879,6dlo,,N1(CC2=CC=CO2)C(=O)C=C(NC2C=CC=C(OC)C=2)C1=O,protein_center,"-18.041,-13.011,7.779",3.3535142
2880,6dlo,,C1(N)=C(C)C=CC(=C1)NC(CCC1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",3.4265318
2881,6dlo,,C12SC3=C(C(C)=CC(C)=N3)C=1N=CN1C(=NN=C21)SC,protein_center,"-18.041,-13.011,7.779",1.9526184
2882,6dlo,,FC(OC1=C(NC(C2=C(Br)C=CC=N2)=O)C=CC=C1)(F)F,protein_center,"-18.041,-13.011,7.779",3.8892279
2883,6dlo,,N1=CN(C2C=CC(=CC1=2)NC(=O)C=CC1C=CN=CC=1)CCC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",5.833376
2884,6dlo,,[C@@]12(C[C@@H](C[C@@]1([H])CN(CC1=CC=CC=C1)C2)NC(CC1=CC=NC=C1)=O)C1ON=C(C)N=1,protein_center,"-18.041,-13.011,7.779",4.3903437
2885,6dlo,,C12=C(N=CN=C1N1CCC(CC1)NCC1=NOC(COC)=N1)C(=CS2)C,protein_center,"-18.041,-13.011,7.779",5.3322325
2886,6dlo,,C1(C2C=CC=CC=2SN=1)C(=O)NC1C=CC=C(C=1)C(NCC=C)=O,protein_center,"-18.041,-13.011,7.779",4.951591
2887,6dlo,,S(CCC)(=O)(=O)N1C[C@@H]([C@@H](C2=CC=C(C=C2)OC)C1)N,protein_center,"-18.041,-13.011,7.779",3.3897166
2888,6dlo,,C1(C=C(C=C(N)C=1Cl)C(O)=O)NC(C)=O,protein_center,"-18.041,-13.011,7.779",1.6664695
2889,6dlo,,C(=CC1=CC=C(C(OC)=C1)OC)(NC(C1=CC=CC=C1)=O)C(=O)NC1=CC=CC2C=CC=CC1=2,protein_center,"-18.041,-13.011,7.779",6.6135445
2890,6dlo,,N1(C2=CC=CC=C2C)C(=O)C2=CC=C(C3C(=CC=C(C2=3)C1=O)Cl)Cl,protein_center,"-18.041,-13.011,7.779",3.5222082
2891,6dlo,,S(N)(=O)(=O)C1=C(N)C=CC(F)=C1,protein_center,"-18.041,-13.011,7.779",2.7833915
2892,6dlo,,COC(C1CCC(C(N2C[C@H]3NC(N(C)[C@H]3CC2)=O)=O)CC1)=O,protein_center,"-18.041,-13.011,7.779",2.1256416
2893,6dlo,,C1[C@H](CCN1C(=O)C1=CC=NC=C1)C1OC(=NN=1)C1C=CN=CC=1,protein_center,"-18.041,-13.011,7.779",2.9040444
2894,6dlo,,C1(C(C(C)C)NC(=O)C2C=CC=CN=2)=NN=C2CCN(CC(Cl)=CC3C=CC=CC=3)CCN12,protein_center,"-18.041,-13.011,7.779",5.147855
2895,6dlo,,N1(CCN(CC1)C(=O)/C=C/C1C=CC=CC=1)C1=CC=CC(C)=C1C,protein_center,"-18.041,-13.011,7.779",3.942792
2896,6dlo,,N1([C@@H]2CC[C@H]1C[C@H](CO)C2)C(=O)C1=CC2=C(C=CC=C2)S1,protein_center,"-18.041,-13.011,7.779",2.3722754
2897,6dlo,,C(CCCCC(C(=O)OCC)C(=O)OCC)(C(=O)OCC)C(=O)OCC,protein_center,"-18.041,-13.011,7.779",1.6803087
2898,6dlo,,COC1=NC=CC(CNC(C2CC(=O)N(CC3=CC=C(C)C=C3)C2)=O)=C1,protein_center,"-18.041,-13.011,7.779",4.114546
2899,6dlo,,C1(=CC(Cl)=CC=C1NC(=O)C1C=CC(=CC=1)F)N(=O)=O,protein_center,"-18.041,-13.011,7.779",4.632848
2900,6dlo,,CC(C1=C(C2=CC=CC=C2)N=C(NC(C2=C(F)C=CC(F)=C2)=O)S1)=O,protein_center,"-18.041,-13.011,7.779",3.7528248
2901,6dlo,,N1(CC(=O)NC2C=C(OC)C=CC=2NC(C)=O)C[C@@]2([C@@]([H])([C@H](CC2)CC2C=CC=CN=2)C1)[H],protein_center,"-18.041,-13.011,7.779",4.7121263
2902,6dlo,,C1(C(CC(OC)=O)C2=CC=C(Br)S2)C(=O)C=C(N(CCC2=CNC=N2)C=1O)C,protein_center,"-18.041,-13.011,7.779",2.9305842
2903,6dlo,,N1(CCC(CC1)CCCOC)C(=O)CN1CCCC(O)C1,protein_center,"-18.041,-13.011,7.779",3.2983916
2904,6dlo,,[C@@]12(C)C3NC4C(=CC=CC=4)C=3CCN1C(N(C1C=CC=C(C=1)C(NCCOC)=O)C2=O)=O,protein_center,"-18.041,-13.011,7.779",5.182107
2905,6dlo,,C1(=CC(C)=CC(N(=O)=O)=C1OC)C(=O)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",3.2722168
2906,6dlo,,C1(N=NN(CC(=O)NC2C=CC=CC=2F)N=1)C1C=CC(OCC(C)C)=CC=1,protein_center,"-18.041,-13.011,7.779",4.596822
2907,6dlo,,C1(C2C=CC=C(OC)C=2)=CC2=C(CCCCC2)N1C1=CC=C(C=C1)C(NCCC)=O,protein_center,"-18.041,-13.011,7.779",5.281871
2908,6dlo,,N1(C(=O)COC2SC3C(=CC=CC=3)N=2)C2C=CC=CC=2C(CC1(C)C)(C)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",5.3324003
2909,6dlo,,C1(C2CCCN(CC3C=CC=CC=3F)C2)=NN=C(C2C=CN=CC=2)O1,protein_center,"-18.041,-13.011,7.779",4.1485066
2910,6dlo,,C1(C=C(C=CC=1N1CCOCC1)NC(COC1C=CC(=CC=1)C1CCCCC1)=O)C(OC)=O,protein_center,"-18.041,-13.011,7.779",5.303354
2911,6dlo,,N1(CC(=O)NN=CC2=CC=C(C=C2Cl)Cl)N=C2C(C=CC=C2)=N1,protein_center,"-18.041,-13.011,7.779",3.4419165
2912,6dlo,,N1(C2=CC=C(C=C2)C)N=C(C(C(O)=O)=N1)Br,protein_center,"-18.041,-13.011,7.779",2.0632472
2913,6dlo,,C1(C(C2C=CC=CC=2)=CSC=1C(OCC)=O)S(=O)(=O)N1CCN(CC1)C1C=CC=C(OC)C=1,protein_center,"-18.041,-13.011,7.779",3.936871
2914,6dlo,,N1(CCC(OC)(COC2=CC=CC=C2C)C1)C(=O)CCN1C=CN=C1C,protein_center,"-18.041,-13.011,7.779",3.5541468
2915,6dlo,,N1(C2C=CC(=CC=2)C(C)C)N=C2C(C=C(C(C)=C2)NC(=O)C2C=CC3C(=NSN=3)C=2)=N1,protein_center,"-18.041,-13.011,7.779",6.285553
2916,6dlo,,CC(SCC(NCCC1=CC=CC=C1)=O)(C)C,protein_center,"-18.041,-13.011,7.779",2.9564514
2917,6dlo,,C1(C(F)(F)F)=NN(C(N)=N1)CC(=O)NC1=CC=C(C=C1)[C@H]1OCC[C@@H](N(CC)CC)C1,protein_center,"-18.041,-13.011,7.779",3.589149
2918,6dlo,,N12C(CC)=NN=C1SC(C(=O)NC1=CC=CC(=C1)C(F)(F)F)C(C1C=CC(=CC=1)OC)N2,protein_center,"-18.041,-13.011,7.779",3.2859197
2919,6dlo,,FC1=CC=C(CS(NC2=CN3C(=NN=C3)C=C2)(=O)=O)C=C1,protein_center,"-18.041,-13.011,7.779",3.7772532
2920,6dlo,,N1(CCOCCOC2C(=CC(=CC=2)C(NCCCCCO)=O)CC2C=CC=C(C=2)C1)C(C)C,protein_center,"-18.041,-13.011,7.779",5.044835
2921,6dlo,,C1(=CC=NO1)C(=O)N1CCC(CC1)CNC(=O)CCN1C=C(C=N1)C,protein_center,"-18.041,-13.011,7.779",2.9494612
2922,6dlo,,C1(C=C(C)C2C(=CC=C(C=2)NC(CCC(NCCCC)=O)=O)N=1)N1CCC(CC1)C,protein_center,"-18.041,-13.011,7.779",4.7090435
2923,6dlo,,C1(C#N)N=C(OC=1NC1CC1)C1=CC=C(COC2C=CC3C(=CC=CC=3)C=2)O1,protein_center,"-18.041,-13.011,7.779",4.6453867
2924,6dlo,,C(=O)(C1=CC=CO1)N1CCN(CC1)C(=O)COC1=CN=C(C=C1O)C,protein_center,"-18.041,-13.011,7.779",2.6795073
2925,6dlo,,C(=S)(NC1C=CC=C(NC(CC)=O)C=1C)NC(CCCCCCC)=O,protein_center,"-18.041,-13.011,7.779",4.3508377
2926,6dlo,,N1(CC2(C1)COC(OC2)(C)C)C(C1CCC1)=O,protein_center,"-18.041,-13.011,7.779",2.343752
2927,6dlo,,N1(CCCC2NC=CN=2)CC2(CCNCC2)CCC1=O,protein_center,"-18.041,-13.011,7.779",1.9237688
2928,6dlo,,O=C(OC)C1C(C2C=CC(C)=CC=2)=CNC=1,protein_center,"-18.041,-13.011,7.779",2.4641836
2929,6dlo,,C(N1CCN2C3(CCOCC3)N(CC3C=CC=CC=3)C(=O)[C@H]2C1)(=O)C1=CC=C(Cl)C=C1,protein_center,"-18.041,-13.011,7.779",2.990885
2930,6dlo,,P(O)(O)(=O)C1=CC=CC=C1OCC(=O)N(C1C=CC=CC=1)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.0698137
2931,6dlo,,N1(CC(=O)NC2=CC=CC(OC)=C2)C(=O)C=C(N=C1N1CCCC1)COC,protein_center,"-18.041,-13.011,7.779",3.3462853
2932,6dlo,,C(=O)(C1=CC=C(C=C1)CN1CCCCC1)N1CCN(CC1)C1C(C)=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",4.591157
2933,6dlo,,S(=O)(=O)(N1CCCC(C)(C(=O)NCC2=CC=C(C=C2)OC)C1)C1=C(OC)C=CC(OC)=C1,protein_center,"-18.041,-13.011,7.779",4.207553
2934,6dlo,,N12N=C(C=C1N=C1CCN(C3CCOCC3)CC1=C2O)C1CCCN(C(CC)=O)C1,protein_center,"-18.041,-13.011,7.779",2.7255836
2935,6dlo,,C1(SC=C(C2=CC=C(C=C2)N(=O)=O)N1C1=CC=CC(C)=C1C)=NC1C=CC=C(C)C=1C,protein_center,"-18.041,-13.011,7.779",5.99916
2936,6dlo,,C1(C=C(C=CC=1O)NC(=O)C(=O)NC(C)C1C=CC=CC=1)C(OC)=O,protein_center,"-18.041,-13.011,7.779",3.7117698
2937,6dlo,,C1(NC(=S)NC(=O)C2=CC(Br)=CC=C2OCC)SC2=C(CCC2)C=1C(OC)=O,protein_center,"-18.041,-13.011,7.779",3.9270077
2938,6dlo,,FC(C1=CC(COC(C2=CC=C(S(N3CCOCC3)(=O)=O)C=C2)=O)=CC=C1)(F)F,protein_center,"-18.041,-13.011,7.779",3.6961555
2939,6dlo,,N1C2C=CC(=CC=2C2C(CC=C2)C1C1=CC=C(C=C1)OCC)C(N)=O,protein_center,"-18.041,-13.011,7.779",3.3898284
2940,6dlo,,CC1C(CC(NCC(C2=CC=C(Cl)C=C2)=O)=O)=C(C)ON=1,protein_center,"-18.041,-13.011,7.779",2.9712083
2941,6dlo,,CCS(N1CC(C(O)=O)CC1)(=O)=O,protein_center,"-18.041,-13.011,7.779",1.3130032
2942,6dlo,,C1(C2C=CC=CC=2O)=NC2=CC=CC=C2/C(=N\C2=CC=C(C(F)=C2)F)/N1,protein_center,"-18.041,-13.011,7.779",5.6464705
2943,6dlo,,C1(C2=CC=CC=C2)C(COC)=NN(C)C=1N,protein_center,"-18.041,-13.011,7.779",2.0608377
2944,6dlo,,C1(NC(CCCCl)=O)SC2=C(CCC(C)C2)C=1C(OC)=O,protein_center,"-18.041,-13.011,7.779",2.9822197
2945,6dlo,,C(COC1C=CC=CC=1)(NCCSC1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",3.3699808
2946,6dlo,,C1(O)(CC(=O)C2=C(C)C(C)=CC(C)=C2C)C2C=C(Cl)C=CC=2N(CC2C=CC=CC=2)C1=O,protein_center,"-18.041,-13.011,7.779",4.440845
